Nombre	Vacunas exijidas	Vacunas recomendadas	,,,,
M&#xD3;NACO\tMónaco\t0 m\tFrancés\t34.000\tEuro\tGMT+1\tMediterráneo.\tEmbajadas y Consulados\tFiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
POLONIA\tVarsovia (Warszawa)\t100 m\tPolaco\t38.500.000\tZloty polaco\tGMT+1\tVeranos secos y cálidos e inviernos muy fríos.\tEmbajadas y Consulados\tFiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
REUNI&#xD3;N\tSaint-Denis\t0 m\tFrancés\t787.000\tEuro\tGMT+4\tMarítimo tropical, caluroso y húmedo de noviembre a mayo. Posibilidad de ciclones de enero a marzo.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
REP&#xDA;BLICA DOMINICANA\tSanto Domingo\t380 m\tEspañol\t8.600.000\tPeso dominicano\tGMT-4\tTropical marítimo. Durante todo el año es suficiente llevar ropa ligera.\tEmbajadas y Consulados\tNingún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
SAN MARTIN\tMarigot, Philipsburg\t,Francés, Neerlandés e Inglés\t75.000 habitantes\tEuro, Florín caribeño\tGMT -6\tMarino tropical, suave durante la mayor parte del año.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la fiebre amarilla a los viajeros mayores de seis meses de edad procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
ITALIA\tRoma\t30 m\tItaliano\t57.000.000\tEuro\tGMT+1\tVeranos suaves e inviernos fríos.\tEmbajadas y Consulados\tNingún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
MAYOTTE\tMamoudzou\t280 m\tFránces, árabe\t186.000\tEuro\tGMT+3\tClima tropical y lluvias durante todo el año.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la fiebre amarilla (2013) a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
KIRGUIST&#xC1;N\tBiskek\t730 m\tKirguís y ruso\t5.213.000\tSom kirguís\tGMT+5\tFrío de montaña.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la fiebre amarilla a los viajeros mayores de 1 año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
RUMAN&#xCD;A\tBucarest\t80 m\tRumano\t22.300.000\tLeu rumano\tGMT+2\tLa Transylvanian Basin, los Montes Cárpatos y las tierras bajas occidentales tienen veranos templados e inviernos fríos, con temperaturas extremas. Las tierras bajas de Valaquia, Moldavia y Dobruja tienen veranos más cálidos, aunque a veces experimentan períodos de frío intenso en invierno.\tEmbajadas y Consulados\tFiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NIGERIA\tAbuja\t360 m\tInglés\t133.800.000\tNaira\tGMT+1\tCaluroso y seco en el norte y caluroso y húmedo en el sur. Lluvias en el norte de mayo a septiembre y en el sur pueden durar desde abril hasta octubre. Los meses más calurosos son marzo y abril. El harmattan (viento del Sáhara que trae nubes de arena) sopla entre noviembre y febrero. Es aconsejable llevar ropas fáciles de lavar para el clima tropical y alguna prenda para la lluvia.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros mayores de un año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: Sí.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
MICRONESIA\tPalikir\t0 m\tKosreano, yapés\t128.000\tDólar americano\tGMT+11\tClima tropical, con abundantes lluvias.\tEmbajadas y Consulados\tNingún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
REP&#xDA;BLICA CHECA\tPraga\t250 m\tCheco\t10.306.000\tCorona checa\tGMT+1\tLas zonas del interior de la meseta disfrutan de un clima continental, con veranos cálidos e inviernos fríos. En las regiones montañosas, los inviernos son más duros y se registran fuertes precipitaciones. En la región meridional, cerca de la frontera con Austria, los veranos son calurosos y los inviernos más suaves.\tEmbajadas y Consulados\tNingún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PAP&#xDA;A - NUEVA GUINEA\tPort Moresby\t20 m\tInglés, Tok Pisin, Hiri Motu\t5.670.000\tKina\tGMT+10\tTropical. En las tierras bajas las temperaturas varían desde 21ºC a 32ºC. En las regiones montañosas se ha alcanzado temperaturas inferiores a los 0ºC.\tEmbajadas y Consulados\tRecomendaciones de vacunación contra la fiebre amarilla (2015): No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PAKIST&#xC1;N\tIslamabad\t350 m\tInglés y Urdu\t148.000.000\tRupia pakistaní\tGMT+5\tCaluroso y seco. Más frío en las montañas. Monzones en julio y agosto.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la fiebre amarilla (2015) a los viajeros mayores de 1 año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No. El certificado de vacunación es válido para 10 años.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
QATAR\tDoha (Ad-Dawhah)\t20 m\tÁrabe\t583.000\tRial de Qatar\tGMT+3\tDe octubre a mayo, suave y agradable; los meses más fríos son enero y febrero (en torno a los 6º de media). Fuerte calor (se llega a los 50ª) de junio a septiembre. Humedad media del 90%.\tEmbajadas y Consulados\tFiebre Amarilla (2015): ningún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PORTUGAL\tLisboa\t50 m\tPortugués\t11.300.000\tEuro\tGMT\tVeranos calurosos e inviernos fríos.\tEmbajadas y Consulados\tNingún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla (2013): No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
JORDANIA\tAmman\t800 m\tÁrabe\t5.100.000\tDinar de Jordania\tGMT+2\tMediterráneo,con veranos extremadamente cálidos y noches frías. Inviernos normalmente de bajas temperaturas, con nieve en las zonas montañosas. Las lluvias son escasas, casi inexistentes de junio a octubre.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la Fiebre Amarilla (2015) a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que transiten más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Ningún requisito de vacunación frente a la fiebre amarilla.
El certificado de vacunación frente a la fiebre amarilla es válido de por vida.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NAMIBIA\tWindhoek\t1.720 m\tInglés\t1.800.000\tDólar namibio\tGMT+2\tCaliente y seco. La corriente fría de Bengala mantiene la costa fresca y sin lluvias. En el interior, veranos (de octubre a abril) calurosos y lluviosos. Las temperaturas disminuyen con la altitud.\tEmbajadas y Consulados\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros procedentes de países con riesgo de transmisión de la fiebre amarilla. Se consideran zonas con riesgo de transmisión los países o partes de países situados en zonas endémicas de África y América del Sur. No se exige certificado a los pasajeros de líneas aéreas regulares que hayan iniciado su viaje fuera de países con riesgo de transmisión aunque hayan pasado en tránsito por tales países si no han salido del aeropuerto de escala o la ciudad adyacente durante el mismo. Todos los pasajeros que hayan comenzado su viaje en un país con riesgo de transmisión o hayan pasado en tránsito por uno de dichos países y no viajen en un avión de línea regular deben presentar un certificado. No se exige certificado a los niños menores de un año de edad, pero podrán ser sometidos a vigilancia. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
